RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
648	 Robinson, S	STL	CF	47	60	3	9	1	1	0	4	6	10	0	1	.150	.227	.200	.427
652	 Ryu, H	LAD	P	24	47	4	7	2	0	0	2	1	17	0	0	.149	.167	.191	.358
652	 Uggla, D	SF	2B	52	141	14	21	3	0	2	10	11	46	0	0	.149	.229	.213	.442
654	 Cain, M	SF	P	14	27	1	4	0	0	0	0	2	13	0	0	.148	.233	.148	.381
655	 Bailey, H	CIN	P	22	41	3	6	0	0	0	3	2	18	0	0	.146	.186	.146	.332
656	 Shuck, J	CLE	LF	38	110	12	16	1	0	2	9	3	12	2	0	.145	.168	.209	.377
657	 Anderson, B	COL	P	8	14	0	2	2	0	0	1	0	7	0	0	.143	.143	.286	.429
657	 Cingrani, T	CIN	P	13	21	0	3	0	0	0	0	0	5	0	0	.143	.143	.143	.286
657	 Doubront, F	CHC	P	4	7	0	1	0	0	0	0	1	5	0	0	.143	.250	.143	.393
657	 Garcia, G	STL	2B	14	14	2	2	1	0	0	1	1	6	0	0	.143	.333	.214	.548
657	 Nelson, J	MIL	P	14	21	1	3	1	0	0	0	0	7	0	0	.143	.143	.190	.333
657	 Pederson, J	LAD	CF	18	28	1	4	0	0	0	0	9	11	0	0	.143	.351	.143	.494
657	 Stauffer, T	SD	P	42	7	0	1	0	0	0	0	0	2	0	0	.143	.143	.143	.286
657	 Teagarden, T	NYM	C	9	28	1	4	0	0	1	5	2	7	0	0	.143	.200	.250	.450
657	 Wolf, R	LAA	P	6	7	0	1	0	0	0	0	0	1	0	0	.143	.143	.143	.286
666	 Wilkins, A	CWS	1B	17	43	2	6	2	0	0	2	2	22	0	0	.140	.178	.186	.364
667	 Almonte, Z	NYY	LF	13	36	2	5	0	0	1	3	0	14	1	0	.139	.139	.222	.361
668	 McCarthy, B	NYY	P	16	29	0	4	0	0	0	3	0	11	0	0	.138	.138	.138	.276
669	 Anna, D	PIT	SS	12	22	3	3	1	0	1	3	2	6	0	0	.136	.200	.318	.518
669	 Kendrick, K	PHI	P	31	66	2	9	1	0	0	1	1	31	0	0	.136	.149	.152	.301
671	 Pena, C	TEX	1B	18	59	4	8	3	0	1	2	4	11	1	0	.136	.190	.237	.428
672	 Hammel, J	OAK	P	19	37	2	5	0	0	0	3	1	14	0	0	.135	.158	.135	.293
672	 Nady, X	SEA	LF	22	37	4	5	1	0	3	4	5	9	0	0	.135	.238	.405	.644
674	 Hayes, B	KC	C	27	52	3	7	1	0	1	2	1	12	0	0	.135	.151	.212	.362
675	 Burnett, A	PHI	P	30	60	5	8	2	0	0	1	3	23	0	0	.133	.175	.167	.341
675	 Giambi, J	CLE	DH	26	60	3	8	2	0	2	5	9	12	0	0	.133	.257	.267	.524
675	 Lackey, J	STL	P	9	15	1	2	0	0	0	0	0	5	0	0	.133	.133	.133	.267
675	 Triunfel, C	LAD	SS	12	15	3	2	0	0	1	1	1	5	0	0	.133	.188	.333	.521
679	 Cueto, J	CIN	P	32	68	3	9	0	0	0	3	2	20	0	0	.132	.157	.132	.289
680	 Souza Jr., S	WSH	RF	21	23	2	3	0	0	2	2	3	7	0	0	.130	.231	.391	.622
681	 Martinez, M	PIT	2B	26	39	2	5	1	0	0	2	4	13	0	0	.128	.209	.154	.363
682	 Cobb, A	TB	P	4	8	0	1	1	0	0	1	0	2	0	0	.125	.222	.250	.472
682	 Fernandez, J	MIA	P	8	16	1	2	0	0	0	1	0	6	0	0	.125	.125	.125	.250
682	 Hassan, A	BOS	RF	3	8	1	1	0	0	0	0	1	5	0	0	.125	.222	.125	.347
682	 Heaney, A	MIA	P	7	8	0	1	0	0	0	0	0	2	0	0	.125	.125	.125	.250
682	 Hendricks, K	CHC	P	13	24	1	3	0	0	0	1	3	11	0	0	.125	.222	.125	.347
682	 Jordan, T	WSH	P	5	8	1	1	0	0	0	0	0	4	0	0	.125	.125	.125	.250
688	 Aguilar, J	CLE	1B	19	33	2	4	0	0	0	3	4	13	0	0	.121	.211	.121	.332
689	 Roark, T	WSH	P	29	58	1	7	0	0	0	0	1	21	0	0	.121	.136	.121	.256
690	 Nix, J	KC	2B	41	83	2	10	0	0	1	4	3	28	1	2	.120	.169	.157	.325
691	 Whiteside, E	CHC	C	8	25	0	3	1	0	0	2	0	8	1	0	.120	.115	.160	.275
692	 Simon, A	CIN	P	30	59	2	7	3	0	0	2	1	21	0	0	.119	.133	.169	.303
693	 Cumpton, B	PIT	P	14	17	1	2	0	0	0	1	1	7	0	0	.118	.167	.118	.284
694	 Mastroianni, D	PHI	RF	21	43	7	5	0	0	1	2	1	10	1	0	.116	.136	.186	.322
695	 Kennedy, I	SD	P	32	52	3	6	1	0	1	5	5	24	0	0	.115	.193	.192	.385
696	 Lohse, K	MIL	P	30	61	2	7	0	0	0	5	2	23	0	0	.115	.154	.115	.269
696	 Vogelsong, R	SF	P	31	61	3	7	2	0	0	2	2	20	0	0	.115	.156	.148	.304
698	 Peterson, J	SD	2B	27	53	3	6	0	0	0	0	2	18	2	0	.113	.161	.113	.274
699	 Federowicz, T	LAD	C	23	71	2	8	3	0	1	5	3	18	0	0	.113	.158	.197	.355
700	 Collmenter, J	ARI	P	32	54	2	6	2	0	0	2	3	15	0	0	.111	.158	.148	.306
