 Rivero, C	BOS	3B	4	7	1	4	2	0	1	3	1	0	0	0	.571	.625	1.286	1.911	
 Brown, G	SF	CF	7	7	1	3	0	0	0	1	0	0	0	0	.429	.429	.429	.857	
 Moya, S	DET	RF	11	8	2	3	0	0	0	0	0	2	0	0	.375	.375	.375	.750	
 Kouzmanoff, K	TEX	3B	13	47	8	17	6	0	2	10	2	7	0	0	.362	.412	.617	1.029	
 Stassi, M	HOU	C	7	20	2	7	2	0	0	4	0	6	0	0	.350	.350	.450	.800	
 Smolinski, J	TEX	LF	24	86	12	30	5	0	3	12	3	24	0	0	.349	.391	.512	.903	
 Ynoa, R	COL	3B	19	67	5	23	6	1	0	13	4	9	0	0	.343	.380	.463	.843	
 Morgan, N	CLE	CF	15	41	8	14	1	0	1	6	7	6	3	0	.341	.429	.439	.868	
 Altuve, J	HOU	2B	158	660	85	225	47	3	7	59	36	53	56	9	.341	.377	.453	.830	
 Turner, J	LAD	3B	109	288	46	98	21	1	7	43	28	58	6	1	.340	.404	.493	.897	
 Tulowitzki, T	COL	SS	91	315	71	107	18	1	21	52	50	57	1	1	.340	.432	.603	1.035	
 Martinez, V	DET	DH	151	561	87	188	33	0	32	103	70	42	3	2	.335	.409	.565	.974	
 Castillo, R	BOS	CF	10	36	6	12	1	0	2	6	3	6	3	0	.333	.400	.528	.928	
 Colon, C	KC	2B	21	45	8	15	5	1	0	6	3	4	2	0	.333	.375	.489	.864	
 Pirela, J	NYY	2B	7	24	6	8	1	2	0	3	1	4	0	0	.333	.360	.542	.902	
 Polanco, J	MIN	SS	5	6	2	2	1	1	0	3	2	2	0	0	.333	.500	.833	1.333	
 Robinson, C	LAD	1B	9	9	3	3	0	0	0	2	1	1	0	0	.333	.400	.333	.733	
 Cuddyer, M	COL	RF	49	190	32	63	15	1	10	31	14	30	3	0	.332	.376	.579	.955	
 Brantley, M	CLE	LF	156	611	94	200	45	2	20	97	52	56	23	1	.327	.385	.506	.890	
 Beltre, A	TEX	3B	148	549	79	178	33	1	19	77	57	74	1	1	.324	.388	.492	.879	
 Lind, A	TOR	1B	96	290	38	93	24	2	6	40	28	48	0	0	.321	.381	.479	.860	
 Morneau, J	COL	1B	135	502	62	160	32	3	17	82	34	60	0	3	.319	.364	.496	.860	
 Santana, D	MIN	SS	101	405	70	129	27	7	7	40	19	98	20	4	.319	.353	.472	.824	
 Paulsen, B	COL	1B	31	63	8	20	4	0	4	10	2	19	0	0	.317	.348	.571	.920	
 Abreu, J	CWS	1B	145	556	80	176	35	2	36	107	51	131	3	1	.317	.383	.581	.964	
 McKenry, M	COL	C	57	168	23	53	9	0	8	22	22	42	0	3	.315	.398	.512	.910	
 Harrison, J	PIT	3B	143	520	77	164	38	7	13	52	22	81	18	7	.315	.347	.490	.837	
 Martinez, J	DET	RF	123	441	57	139	30	3	23	76	30	126	6	3	.315	.358	.553	.912	
 Cano, R	SEA	2B	157	595	77	187	37	2	14	82	61	68	10	3	.314	.382	.454	.836	
 McCutchen, A	PIT	CF	146	548	89	172	38	6	25	83	84	115	18	3	.314	.410	.542	.952	
 Cabrera, M	DET	1B	159	611	101	191	52	1	25	109	60	117	1	1	.313	.371	.524	.895	
 Richardson, A	NYY	RF	13	16	2	5	0	0	0	1	1	3	5	0	.313	.353	.313	.665	
 Sizemore, S	NYY	3B	6	16	3	5	2	0	0	4	0	8	0	0	.313	.313	.438	.750	
 Dickerson, C	COL	LF	131	436	74	136	27	6	24	76	37	101	8	7	.312	.364	.567	.931	
 Uribe, J	LAD	3B	103	386	36	120	23	0	9	54	15	77	0	1	.311	.337	.440	.777	
 Posey, B	SF	C	147	547	72	170	28	2	22	89	47	69	0	1	.311	.364	.490	.854	
 Blanks, K	OAK	1B	26	55	10	17	1	0	2	7	8	16	0	0	.309	.409	.436	.845	
 Brentz, B	BOS	RF	9	26	5	8	2	0	0	2	0	9	0	0	.308	.308	.385	.692	
 Wieters, M	BAL	C	26	104	13	32	5	0	5	18	6	19	0	1	.308	.339	.500	.839	
 Revere, B	PHI	LF	151	601	71	184	13	7	2	28	13	49	49	8	.306	.325	.361	.686	
 Panik, J	SF	2B	73	269	31	82	10	2	1	18	16	33	0	0	.305	.343	.368	.711	
 Kozma, P	STL	SS	14	23	4	7	3	0	0	0	3	4	0	0	.304	.385	.435	.819	
 Jay, J	STL	CF	140	413	52	125	16	3	3	46	28	78	6	3	.303	.372	.378	.750	
 Pollock, A	ARI	CF	75	265	41	80	19	6	7	24	19	46	14	3	.302	.353	.498	.851	
 Young, D	BAL	LF	83	242	27	73	11	1	7	30	10	51	2	0	.302	.337	.442	.779	
 Span, D	WSH	CF	147	610	94	184	39	8	5	37	50	65	31	7	.302	.355	.416	.771	
 Cain, L	KC	CF	133	471	55	142	29	4	5	53	24	108	28	5	.301	.339	.412	.751	
 Cervelli, F	NYY	C	49	146	18	44	11	1	2	13	11	41	1	0	.301	.370	.432	.802	
 Cabrera, M	TOR	LF	139	568	81	171	35	3	16	73	43	67	6	2	.301	.351	.458	.808	
 Lucroy, J	MIL	C	153	585	73	176	53	2	13	69	66	71	4	4	.301	.373	.465	.837	
 Goldschmidt, P	ARI	1B	109	406	75	122	39	1	19	69	64	110	9	3	.300	.396	.542	.938	
 Eaton, A	CWS	CF	123	486	76	146	26	10	1	35	43	83	15	9	.300	.362	.401	.763	
 Crawford, C	LAD	LF	105	343	56	103	14	3	8	46	16	55	23	6	.300	.339	.429	.767	
 Pagan, A	SF	CF	96	383	56	115	21	2	3	27	25	53	16	6	.300	.342	.389	.731	
 Terdoslavich, J	ATL	RF	9	10	1	3	2	0	0	2	0	3	0	0	.300	.364	.500	.864	
 Weeks, J	BOS	2B	17	37	8	11	3	1	0	3	4	2	2	0	.297	.372	.432	.805	
 Van Slyke, S	LAD	LF	98	212	32	63	13	1	11	29	28	71	4	2	.297	.386	.524	.910	
 Puig, Y	LAD	RF	148	558	92	165	37	9	16	69	67	124	11	7	.296	.382	.480	.863	
 Rua, R	TEX	LF	28	105	11	31	7	0	2	14	2	18	1	0	.295	.321	.419	.740	
 Stewart, C	PIT	C	49	136	9	40	5	0	0	10	12	27	0	1	.294	.362	.331	.693	
 Kendrick, H	LAA	2B	157	617	85	181	33	5	7	75	48	110	14	5	.293	.347	.397	.744	
 Pearce, S	BAL	LF	102	338	51	99	26	0	21	49	40	76	5	0	.293	.373	.556	.930	
 Soler, J	CHC	RF	24	89	11	26	8	1	5	20	6	24	1	0	.292	.330	.573	.903	
 Werth, J	WSH	RF	147	534	85	156	37	1	16	82	83	113	9	1	.292	.394	.455	.849	
 Castro, S	CHC	SS	134	528	58	154	33	1	14	65	35	100	4	4	.292	.339	.438	.777	
 Betts, M	BOS	CF	52	189	34	55	12	1	5	18	21	31	7	3	.291	.368	.444	.812	
 Marte, S	PIT	LF	135	495	73	144	29	6	13	56	33	131	30	11	.291	.356	.453	.808	
 Spangenberg, C	SD	2B	20	62	7	18	2	1	2	9	2	14	4	2	.290	.313	.452	.764	
 Martin, R	PIT	C	111	379	45	110	20	0	11	67	59	78	4	4	.290	.402	.430	.832	
 Loney, J	TB	1B	155	600	59	174	27	0	9	69	41	80	4	0	.290	.336	.380	.716	
 Gordon, D	LAD	2B	148	609	92	176	24	12	2	34	31	107	64	19	.289	.326	.378	.704	
 Stubbs, D	COL	CF	132	388	67	112	22	4	15	43	30	136	20	3	.289	.339	.482	.821	
 Gennett, S	MIL	2B	137	440	55	127	31	3	9	54	22	67	6	3	.289	.320	.434	.754	
 Murphy, D	NYM	2B	143	596	79	172	37	2	9	57	39	86	13	5	.289	.332	.403	.734	
 Adams, M	STL	1B	142	527	55	152	34	5	15	68	26	114	3	2	.288	.321	.457	.779	
 Blackmon, C	COL	CF	154	593	82	171	27	3	19	72	31	96	28	10	.288	.335	.440	.775	
 Freeman, F	ATL	1B	162	607	93	175	43	4	18	78	90	145	3	4	.288	.386	.461	.847	
 Lombardozzi, S	BAL	2B	20	73	6	21	1	1	0	2	0	14	1	0	.288	.297	.329	.626	
 Suzuki, K	MIN	C	131	452	37	130	34	0	3	61	34	46	0	1	.288	.345	.383	.727	
 Stanton, G	MIA	RF	145	539	89	155	31	1	37	105	94	170	13	1	.288	.395	.555	.950	
 Trout, M	LAA	CF	157	602	115	173	39	9	36	111	83	184	16	2	.287	.377	.561	.939	
 McGehee, C	MIA	3B	160	616	56	177	29	1	4	76	67	102	4	2	.287	.355	.357	.712	
 Rendon, A	WSH	3B	153	613	111	176	39	6	21	83	58	104	17	3	.287	.351	.473	.824	
 Arenado, N	COL	3B	111	432	58	124	34	2	18	61	25	58	2	1	.287	.328	.500	.828	
 Reyes, J	TOR	SS	143	610	94	175	33	4	9	51	38	73	30	2	.287	.328	.398	.726	
 Taylor, C	SEA	SS	47	136	16	39	8	0	0	9	11	39	5	2	.287	.347	.346	.692	
 Kemp, M	LAD	LF	150	541	77	155	38	3	25	89	52	145	8	5	.287	.346	.506	.852	
 Rizzo, A	CHC	1B	140	524	89	150	28	1	32	78	73	116	5	4	.286	.386	.527	.913	
 Hunter, T	DET	RF	142	549	71	157	33	2	17	83	23	89	4	3	.286	.319	.446	.765	
 Bautista, J	TOR	RF	155	553	101	158	27	0	35	103	104	96	6	2	.286	.403	.524	.928	
 Bernier, D	MIN	SS	7	7	2	2	0	0	0	0	1	2	0	0	.286	.444	.286	.730	
 Izturis, M	TOR	2B	11	35	3	10	1	0	0	1	2	4	1	0	.286	.324	.314	.639	
 Paredes, J	BAL	3B	27	63	12	18	4	0	2	8	2	16	4	0	.286	.308	.444	.752	
 Peralta, D	ARI	LF	88	329	40	94	12	9	8	36	16	60	6	3	.286	.320	.450	.770	
 Ramirez, A	MIL	3B	133	494	47	141	23	1	15	66	21	75	3	0	.285	.330	.427	.757	
 Aoki, N	KC	RF	132	491	63	140	22	6	1	43	43	49	17	8	.285	.349	.360	.710	
 Escobar, A	KC	SS	162	579	74	165	34	5	3	50	23	83	31	6	.285	.317	.377	.694	
 Suzuki, I	NYY	RF	143	359	42	102	13	2	1	22	21	68	15	3	.284	.324	.340	.664	
 Gomez, C	MIL	CF	148	574	95	163	34	4	23	73	47	141	34	12	.284	.356	.477	.833	
 Murphy, J	NYY	C	32	81	7	23	4	0	1	9	4	22	0	0	.284	.318	.370	.688	
 Bour, J	MIA	1B	39	74	10	21	3	0	1	11	9	19	0	0	.284	.361	.365	.726	
 Yelich, C	MIA	LF	144	582	94	165	30	6	9	54	70	137	21	7	.284	.362	.402	.764	
 Coghlan, C	CHC	RF	125	385	50	109	28	5	9	41	39	81	7	4	.283	.352	.452	.804	
 Ramirez, H	LAD	SS	128	449	64	127	35	0	13	71	56	84	14	5	.283	.369	.448	.817	
 Gillaspie, C	CWS	3B	130	464	50	131	31	5	7	57	36	78	0	4	.282	.336	.416	.752	
 Molina, Y	STL	C	110	404	40	114	21	0	7	38	28	55	1	1	.282	.333	.386	.719	
 Davis, R	DET	CF	134	461	64	130	27	2	8	51	22	75	36	11	.282	.320	.401	.721	
 Prado, M	NYY	3B	143	536	62	151	26	4	12	58	26	80	3	1	.282	.321	.412	.733	
 Tabata, J	PIT	RF	80	174	14	49	5	2	0	17	7	26	1	2	.282	.314	.333	.647	
 Lagares, J	NYM	CF	116	416	46	117	24	3	4	47	20	87	13	4	.281	.321	.382	.703	
 Ruggiano, J	CHC	RF	81	224	29	63	13	1	6	28	18	70	2	4	.281	.337	.429	.766	
 Jones, A	BAL	CF	159	644	88	181	30	2	29	96	19	133	7	1	.281	.311	.469	.780	
 Holt, B	BOS	2B	106	449	68	126	23	5	4	29	33	98	12	2	.281	.331	.381	.711	
 Rios, A	TEX	RF	131	492	54	138	30	8	4	54	23	93	17	9	.280	.311	.398	.709	
 Zimmerman, R	WSH	1B	61	214	26	60	19	1	5	38	22	37	0	0	.280	.342	.449	.790	
 Chisenhall, L	CLE	3B	142	478	62	134	29	1	13	59	39	99	3	1	.280	.343	.427	.770	
 Sandoval, P	SF	3B	157	588	68	164	26	3	16	73	39	85	0	0	.279	.324	.415	.739	
 Vogt, S	OAK	C	84	269	26	75	10	2	9	35	16	39	1	0	.279	.321	.431	.752	
 Morse, M	SF	LF	131	438	48	122	32	3	16	61	31	121	0	0	.279	.336	.475	.811	
 Aybar, E	LAA	SS	156	589	77	164	30	4	7	68	36	62	16	9	.278	.321	.379	.700	
 Gomes, Y	CLE	C	135	485	61	135	25	3	21	74	24	120	0	0	.278	.313	.472	.785	
 Petit, G	HOU	SS	37	97	14	27	8	0	2	9	1	25	0	1	.278	.300	.423	.723	
 Machado, M	BAL	3B	82	327	38	91	14	0	12	32	20	68	2	0	.278	.324	.431	.755	
 Bloomquist, W	SEA	SS	47	133	15	37	6	0	1	14	4	32	1	1	.278	.297	.346	.643	
 Pedroia, D	BOS	2B	135	551	72	153	33	0	7	53	51	75	6	6	.278	.337	.376	.712	
 Inciarte, E	ARI	LF	118	418	54	116	18	2	4	27	25	53	19	3	.278	.318	.359	.677	
 Gonzalez, M	HOU	1B	103	285	33	79	15	1	6	23	17	58	2	4	.277	.327	.400	.727	
 Mauer, J	MIN	1B	120	455	60	126	27	2	4	55	60	96	3	0	.277	.361	.371	.732	
 Pence, H	SF	RF	162	650	106	180	29	10	20	74	52	130	13	6	.277	.332	.445	.777	
 Blanco, A	PHI	3B	25	47	4	13	5	0	1	3	2	6	0	0	.277	.306	.447	.753	
 Fowler, D	HOU	CF	116	434	61	120	21	4	8	35	66	108	11	4	.276	.375	.399	.774	
 Hechavarria, A	MIA	SS	146	536	53	148	20	10	1	34	26	86	7	5	.276	.308	.356	.664	
 Chavez, E	SEA	RF	80	232	22	64	12	2	2	23	15	30	5	2	.276	.317	.371	.688	
