RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
550	 Kieschnick, R	LAA	RF	25	41	2	8	1	0	1	2	0	16	0	0	.195	.195	.293	.488
552	 Krauss, M	HOU	1B	67	186	16	36	6	0	6	21	21	54	0	0	.194	.279	.323	.601
553	 Alvarez, H	MIA	P	29	57	2	11	0	0	0	2	1	20	0	0	.193	.203	.193	.396
553	 Wheeler, Z	NYY	3B	29	57	6	11	0	0	2	5	2	12	0	0	.193	.230	.298	.528
555	 Baker, J	CHC	C	68	182	9	35	7	0	0	15	19	58	0	0	.192	.273	.231	.504
555	 Parker, K	COL	RF	18	26	1	5	1	0	0	1	0	14	0	0	.192	.192	.231	.423
557	 Romero, S	SEA	RF	72	177	19	34	6	2	3	11	4	48	0	4	.192	.234	.299	.533
558	 Duvall, A	SF	1B	28	73	8	14	2	0	3	5	3	20	0	0	.192	.234	.342	.576
559	 Ellis, A	LAD	C	93	283	21	54	9	0	3	25	53	57	0	0	.191	.323	.254	.577
560	 Middlebrooks, W	BOS	3B	63	215	14	41	10	0	2	19	15	70	1	1	.191	.256	.265	.522
561	 Cosart, J	MIA	P	10	21	1	4	0	0	0	0	0	7	0	0	.190	.190	.190	.381
561	 Sands, J	TB	LF	12	21	1	4	0	0	1	4	0	6	0	0	.190	.227	.333	.561
563	 Butera, D	LAD	C	61	170	16	32	6	1	3	14	17	41	0	0	.188	.267	.288	.555
564	 Guzman, J	HOU	1B	69	165	10	31	4	0	2	9	19	52	3	0	.188	.272	.248	.520
565	 Goins, R	TOR	2B	67	181	14	34	6	3	1	15	5	42	0	1	.188	.209	.271	.479
566	 Hannahan, J	CIN	1B	26	48	3	9	3	0	0	2	2	17	0	0	.188	.220	.250	.470
566	 Lyles, J	COL	P	23	48	4	9	3	0	1	3	3	21	0	0	.188	.235	.313	.548
566	 Marte, A	ARI	3B	6	16	1	3	0	0	1	3	0	3	0	0	.188	.188	.375	.563
566	 Miller, S	STL	P	31	48	6	9	5	0	0	4	2	25	0	0	.188	.220	.292	.512
566	 O'Malley, S	LAA	LF	11	16	3	3	0	0	0	1	0	8	2	0	.188	.188	.188	.375
566	 Sellers, J	PIT	SS	17	16	1	3	0	0	0	0	3	4	0	1	.188	.316	.188	.503
572	 Boesch, B	LAA	RF	27	75	6	14	2	0	2	7	2	19	3	0	.187	.203	.293	.496
572	 Campana, T	LAA	CF	44	75	10	14	1	1	0	5	0	16	4	2	.187	.197	.227	.424
574	 Barnhart, T	CIN	C	21	54	3	10	0	0	1	1	4	10	0	0	.185	.241	.241	.482
574	 Clark, M	MIL	1B	16	27	4	5	0	0	3	7	2	8	0	0	.185	.226	.519	.744
574	 Haren, D	LAD	P	29	54	2	10	1	0	0	5	3	20	0	0	.185	.228	.204	.432
577	 Matzek, T	COL	P	20	38	2	7	1	0	0	0	2	13	0	0	.184	.225	.211	.436
577	 Ross, D	BOS	C	50	152	16	28	7	0	7	15	16	58	0	1	.184	.260	.368	.629
579	 Rupp, C	PHI	C	18	60	4	11	4	0	0	6	4	20	0	0	.183	.234	.250	.484
580	 Brown, A	OAK	RF	19	44	6	8	1	0	2	7	3	15	0	0	.182	.245	.341	.586
580	 Choice, M	TEX	LF	86	253	20	46	6	1	9	36	21	69	1	0	.182	.250	.320	.570
580	 Elmore, J	CIN	SS	5	11	0	2	0	0	0	0	1	4	0	0	.182	.250	.182	.432
580	 Lopez, R	CHC	C	7	11	0	2	0	0	0	1	2	4	0	0	.182	.286	.182	.468
580	 Masterson, J	STL	P	10	11	1	2	0	0	0	1	0	4	0	0	.182	.182	.182	.364
580	 Matsuzaka, D	NYM	P	32	11	0	2	0	0	0	1	1	6	0	0	.182	.250	.182	.432
580	 Zimmermann, J	WSH	P	30	55	3	10	1	0	0	1	2	21	0	0	.182	.207	.200	.407
587	 Rojas, M	LAD	SS	85	149	16	27	3	0	1	9	10	28	0	0	.181	.242	.221	.464
588	 Walters, Z	CLE	2B	62	127	16	23	3	0	10	17	9	48	0	0	.181	.241	.441	.682
589	 Schafer, L	MIL	RF	65	116	13	21	9	1	0	8	15	27	2	1	.181	.278	.276	.554
590	 Wainwright, A	STL	P	30	72	4	13	3	0	0	6	3	22	0	0	.181	.213	.222	.436
591	 Ellis, M	STL	2B	73	178	15	32	6	0	0	12	14	38	4	1	.180	.253	.213	.466
592	 Arrieta, J	CHC	P	23	39	3	7	2	1	0	3	2	16	0	0	.179	.220	.282	.502
592	 Beckett, J	LAD	P	20	39	4	7	3	0	0	2	1	14	0	0	.179	.200	.256	.456
592	 Morel, B	PIT	3B	23	39	1	7	2	0	0	4	2	9	0	0	.179	.220	.231	.450
595	 Franco, M	PHI	3B	16	56	5	10	2	0	0	5	1	13	0	0	.179	.190	.214	.404
595	 Ross, T	SD	P	29	56	6	10	1	0	0	3	3	22	0	0	.179	.230	.196	.426
597	 Molina, J	TB	C	80	225	4	40	2	0	0	10	14	55	3	0	.178	.230	.187	.417
598	 Arencibia, J	TEX	1B	62	203	20	36	9	0	10	35	10	62	0	0	.177	.239	.369	.608
599	 Quentin, C	SD	LF	50	130	9	23	6	0	4	18	17	33	0	0	.177	.284	.315	.599
600	 Galvis, F	PHI	SS	43	119	14	21	3	1	4	12	8	30	1	0	.176	.227	.319	.546
