86.0,304.0,62.0,105.0,25.0,2.0,20.0,57.0,27.0,52.0,10.0,2.0,0.345,0.402,0.638,1.04,7396.0,26144.0,5332.0,9030.0,2150.0,172.0,1720.0,4902.0,2322.0,4472.0,860.0,172.0,29.67,34.572,54.868,89.44,92416.0,18848.0,31920.0,7600.0,608.0,6080.0,17328.0,8208.0,15808.0,3040.0,608.0,104.88,122.208,193.952,316.16,3844.0,6510.0,1550.0,124.0,1240.0,3534.0,1674.0,3224.0,620.0,124.0,21.39,24.924,39.556,64.48,11025.0,2625.0,210.0,2100.0,5985.0,2835.0,5460.0,1050.0,210.0,36.225,42.21,66.99,109.2,625.0,50.0,500.0,1425.0,675.0,1300.0,250.0,50.0,8.625,10.05,15.95,26.0,4.0,40.0,114.0,54.0,104.0,20.0,4.0,0.69,0.804,1.276,2.08,400.0,1140.0,540.0,1040.0,200.0,40.0,6.9,8.04,12.76,20.8,3249.0,1539.0,2964.0,570.0,114.0,19.665,22.914,36.366,59.28,729.0,1404.0,270.0,54.0,9.315,10.854,17.226,28.08,2704.0,520.0,104.0,17.94,20.904,33.176,54.08,100.0,20.0,3.45,4.02,6.38,10.4,4.0,0.69,0.804,1.276,2.08,0.119025,0.13869,0.22011,0.3588,0.161604,0.256476,0.41808,0.407044,0.66352,1.0816,11666667.0
113.0,445.0,62.0,144.0,35.0,0.0,11.0,47.0,61.0,89.0,0.0,1.0,0.324,0.404,0.476,0.88,12769.0,50285.0,7006.0,16272.0,3955.0,0.0,1243.0,5311.0,6893.0,10057.0,0.0,113.0,36.612,45.652,53.788,99.44,198025.0,27590.0,64080.0,15575.0,0.0,4895.0,20915.0,27145.0,39605.0,0.0,445.0,144.18,179.78,211.82,391.6,3844.0,8928.0,2170.0,0.0,682.0,2914.0,3782.0,5518.0,0.0,62.0,20.088,25.048,29.512,54.56,20736.0,5040.0,0.0,1584.0,6768.0,8784.0,12816.0,0.0,144.0,46.656,58.176,68.544,126.72,1225.0,0.0,385.0,1645.0,2135.0,3115.0,0.0,35.0,11.34,14.14,16.66,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,517.0,671.0,979.0,0.0,11.0,3.564,4.444,5.236,9.68,2209.0,2867.0,4183.0,0.0,47.0,15.228,18.988,22.372,41.36,3721.0,5429.0,0.0,61.0,19.764,24.644,29.036,53.68,7921.0,0.0,89.0,28.836,35.956,42.364,78.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.324,0.404,0.476,0.88,0.104976,0.130896,0.154224,0.28512,0.163216,0.192304,0.35552,0.226576,0.41888,0.7744,23000000.0
142.0,514.0,54.0,165.0,34.0,0.0,12.0,68.0,29.0,116.0,0.0,0.0,0.321,0.358,0.457,0.816,20164.0,72988.0,7668.0,23430.0,4828.0,0.0,1704.0,9656.0,4118.0,16472.0,0.0,0.0,45.582,50.836,64.894,115.872,264196.0,27756.0,84810.0,17476.0,0.0,6168.0,34952.0,14906.0,59624.0,0.0,0.0,164.994,184.012,234.898,419.424,2916.0,8910.0,1836.0,0.0,648.0,3672.0,1566.0,6264.0,0.0,0.0,17.334,19.332,24.678,44.064,27225.0,5610.0,0.0,1980.0,11220.0,4785.0,19140.0,0.0,0.0,52.965,59.07,75.405,134.64,1156.0,0.0,408.0,2312.0,986.0,3944.0,0.0,0.0,10.914,12.172,15.538,27.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,816.0,348.0,1392.0,0.0,0.0,3.852,4.296,5.484,9.792,4624.0,1972.0,7888.0,0.0,0.0,21.828,24.344,31.076,55.488,841.0,3364.0,0.0,0.0,9.309,10.382,13.253,23.664,13456.0,0.0,0.0,37.236,41.528,53.012,94.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103041,0.114918,0.146697,0.261936,0.128164,0.163606,0.292128,0.208849,0.372912,0.665856,2287500.0
147.0,551.0,89.0,176.0,27.0,2.0,23.0,109.0,66.0,121.0,1.0,0.0,0.319,0.396,0.501,0.897,21609.0,80997.0,13083.0,25872.0,3969.0,294.0,3381.0,16023.0,9702.0,17787.0,147.0,0.0,46.893,58.212,73.647,131.859,303601.0,49039.0,96976.0,14877.0,1102.0,12673.0,60059.0,36366.0,66671.0,551.0,0.0,175.769,218.196,276.051,494.247,7921.0,15664.0,2403.0,178.0,2047.0,9701.0,5874.0,10769.0,89.0,0.0,28.391,35.244,44.589,79.833,30976.0,4752.0,352.0,4048.0,19184.0,11616.0,21296.0,176.0,0.0,56.144,69.696,88.176,157.872,729.0,54.0,621.0,2943.0,1782.0,3267.0,27.0,0.0,8.613,10.692,13.527,24.219,4.0,46.0,218.0,132.0,242.0,2.0,0.0,0.638,0.792,1.002,1.794,529.0,2507.0,1518.0,2783.0,23.0,0.0,7.337,9.108,11.523,20.631,11881.0,7194.0,13189.0,109.0,0.0,34.771,43.164,54.609,97.773,4356.0,7986.0,66.0,0.0,21.054,26.136,33.066,59.202,14641.0,121.0,0.0,38.599,47.916,60.621,108.537,1.0,0.0,0.319,0.396,0.501,0.897,0.0,0.0,0.0,0.0,0.0,0.101761,0.126324,0.159819,0.286143,0.156816,0.198396,0.355212,0.251001,0.449397,0.804609,560000.0
104.0,382.0,66.0,122.0,21.0,2.0,19.0,42.0,36.0,97.0,11.0,8.0,0.319,0.391,0.534,0.925,10816.0,39728.0,6864.0,12688.0,2184.0,208.0,1976.0,4368.0,3744.0,10088.0,1144.0,832.0,33.176,40.664,55.536,96.2,145924.0,25212.0,46604.0,8022.0,764.0,7258.0,16044.0,13752.0,37054.0,4202.0,3056.0,121.858,149.362,203.988,353.35,4356.0,8052.0,1386.0,132.0,1254.0,2772.0,2376.0,6402.0,726.0,528.0,21.054,25.806,35.244,61.05,14884.0,2562.0,244.0,2318.0,5124.0,4392.0,11834.0,1342.0,976.0,38.918,47.702,65.148,112.85,441.0,42.0,399.0,882.0,756.0,2037.0,231.0,168.0,6.699,8.211,11.214,19.425,4.0,38.0,84.0,72.0,194.0,22.0,16.0,0.638,0.782,1.068,1.85,361.0,798.0,684.0,1843.0,209.0,152.0,6.061,7.429,10.146,17.575,1764.0,1512.0,4074.0,462.0,336.0,13.398,16.422,22.428,38.85,1296.0,3492.0,396.0,288.0,11.484,14.076,19.224,33.3,9409.0,1067.0,776.0,30.943,37.927,51.798,89.725,121.0,88.0,3.509,4.301,5.874,10.175,64.0,2.552,3.128,4.272,7.4,0.101761,0.124729,0.170346,0.295075,0.152881,0.208794,0.361675,0.285156,0.49395,0.855625,6000000.0
136.0,505.0,68.0,161.0,44.0,0.0,12.0,80.0,30.0,55.0,3.0,2.0,0.319,0.359,0.477,0.836,18496.0,68680.0,9248.0,21896.0,5984.0,0.0,1632.0,10880.0,4080.0,7480.0,408.0,272.0,43.384,48.824,64.872,113.696,255025.0,34340.0,81305.0,22220.0,0.0,6060.0,40400.0,15150.0,27775.0,1515.0,1010.0,161.095,181.295,240.885,422.18,4624.0,10948.0,2992.0,0.0,816.0,5440.0,2040.0,3740.0,204.0,136.0,21.692,24.412,32.436,56.848,25921.0,7084.0,0.0,1932.0,12880.0,4830.0,8855.0,483.0,322.0,51.359,57.799,76.797,134.596,1936.0,0.0,528.0,3520.0,1320.0,2420.0,132.0,88.0,14.036,15.796,20.988,36.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,960.0,360.0,660.0,36.0,24.0,3.828,4.308,5.724,10.032,6400.0,2400.0,4400.0,240.0,160.0,25.52,28.72,38.16,66.88,900.0,1650.0,90.0,60.0,9.57,10.77,14.31,25.08,3025.0,165.0,110.0,17.545,19.745,26.235,45.98,9.0,6.0,0.957,1.077,1.431,2.508,4.0,0.638,0.718,0.954,1.672,0.101761,0.114521,0.152163,0.266684,0.128881,0.171243,0.300124,0.227529,0.398772,0.698896,15000000.0
118.0,453.0,54.0,144.0,24.0,3.0,10.0,51.0,20.0,44.0,5.0,2.0,0.318,0.345,0.45,0.795,13924.0,53454.0,6372.0,16992.0,2832.0,354.0,1180.0,6018.0,2360.0,5192.0,590.0,236.0,37.524,40.71,53.1,93.81,205209.0,24462.0,65232.0,10872.0,1359.0,4530.0,23103.0,9060.0,19932.0,2265.0,906.0,144.054,156.285,203.85,360.135,2916.0,7776.0,1296.0,162.0,540.0,2754.0,1080.0,2376.0,270.0,108.0,17.172,18.63,24.3,42.93,20736.0,3456.0,432.0,1440.0,7344.0,2880.0,6336.0,720.0,288.0,45.792,49.68,64.8,114.48,576.0,72.0,240.0,1224.0,480.0,1056.0,120.0,48.0,7.632,8.28,10.8,19.08,9.0,30.0,153.0,60.0,132.0,15.0,6.0,0.954,1.035,1.35,2.385,100.0,510.0,200.0,440.0,50.0,20.0,3.18,3.45,4.5,7.95,2601.0,1020.0,2244.0,255.0,102.0,16.218,17.595,22.95,40.545,400.0,880.0,100.0,40.0,6.36,6.9,9.0,15.9,1936.0,220.0,88.0,13.992,15.18,19.8,34.98,25.0,10.0,1.59,1.725,2.25,3.975,4.0,0.636,0.69,0.9,1.59,0.101124,0.10971,0.1431,0.25281,0.119025,0.15525,0.274275,0.2025,0.35775,0.632025,4000000.0
157.0,583.0,97.0,185.0,38.0,5.0,21.0,84.0,78.0,101.0,27.0,10.0,0.317,0.404,0.508,0.911,24649.0,91531.0,15229.0,29045.0,5966.0,785.0,3297.0,13188.0,12246.0,15857.0,4239.0,1570.0,49.769,63.428,79.756,143.027,339889.0,56551.0,107855.0,22154.0,2915.0,12243.0,48972.0,45474.0,58883.0,15741.0,5830.0,184.811,235.532,296.164,531.113,9409.0,17945.0,3686.0,485.0,2037.0,8148.0,7566.0,9797.0,2619.0,970.0,30.749,39.188,49.276,88.367,34225.0,7030.0,925.0,3885.0,15540.0,14430.0,18685.0,4995.0,1850.0,58.645,74.74,93.98,168.535,1444.0,190.0,798.0,3192.0,2964.0,3838.0,1026.0,380.0,12.046,15.352,19.304,34.618,25.0,105.0,420.0,390.0,505.0,135.0,50.0,1.585,2.02,2.54,4.555,441.0,1764.0,1638.0,2121.0,567.0,210.0,6.657,8.484,10.668,19.131,7056.0,6552.0,8484.0,2268.0,840.0,26.628,33.936,42.672,76.524,6084.0,7878.0,2106.0,780.0,24.726,31.512,39.624,71.058,10201.0,2727.0,1010.0,32.017,40.804,51.308,92.011,729.0,270.0,8.559,10.908,13.716,24.597,100.0,3.17,4.04,5.08,9.11,0.100489,0.128068,0.161036,0.288787,0.163216,0.205232,0.368044,0.258064,0.462788,0.829921,8583333.0
161.0,631.0,88.0,199.0,32.0,0.0,30.0,92.0,50.0,78.0,1.0,0.0,0.315,0.371,0.509,0.88,25921.0,101591.0,14168.0,32039.0,5152.0,0.0,4830.0,14812.0,8050.0,12558.0,161.0,0.0,50.715,59.731,81.949,141.68,398161.0,55528.0,125569.0,20192.0,0.0,18930.0,58052.0,31550.0,49218.0,631.0,0.0,198.765,234.101,321.179,555.28,7744.0,17512.0,2816.0,0.0,2640.0,8096.0,4400.0,6864.0,88.0,0.0,27.72,32.648,44.792,77.44,39601.0,6368.0,0.0,5970.0,18308.0,9950.0,15522.0,199.0,0.0,62.685,73.829,101.291,175.12,1024.0,0.0,960.0,2944.0,1600.0,2496.0,32.0,0.0,10.08,11.872,16.288,28.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2760.0,1500.0,2340.0,30.0,0.0,9.45,11.13,15.27,26.4,8464.0,4600.0,7176.0,92.0,0.0,28.98,34.132,46.828,80.96,2500.0,3900.0,50.0,0.0,15.75,18.55,25.45,44.0,6084.0,78.0,0.0,24.57,28.938,39.702,68.64,1.0,0.0,0.315,0.371,0.509,0.88,0.0,0.0,0.0,0.0,0.0,0.099225,0.116865,0.160335,0.2772,0.137641,0.188839,0.32648,0.259081,0.44792,0.7744,16000000.0
126.0,446.0,72.0,139.0,27.0,0.0,25.0,82.0,57.0,85.0,1.0,0.0,0.312,0.391,0.54,0.931,15876.0,56196.0,9072.0,17514.0,3402.0,0.0,3150.0,10332.0,7182.0,10710.0,126.0,0.0,39.312,49.266,68.04,117.306,198916.0,32112.0,61994.0,12042.0,0.0,11150.0,36572.0,25422.0,37910.0,446.0,0.0,139.152,174.386,240.84,415.226,5184.0,10008.0,1944.0,0.0,1800.0,5904.0,4104.0,6120.0,72.0,0.0,22.464,28.152,38.88,67.032,19321.0,3753.0,0.0,3475.0,11398.0,7923.0,11815.0,139.0,0.0,43.368,54.349,75.06,129.409,729.0,0.0,675.0,2214.0,1539.0,2295.0,27.0,0.0,8.424,10.557,14.58,25.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,2050.0,1425.0,2125.0,25.0,0.0,7.8,9.775,13.5,23.275,6724.0,4674.0,6970.0,82.0,0.0,25.584,32.062,44.28,76.342,3249.0,4845.0,57.0,0.0,17.784,22.287,30.78,53.067,7225.0,85.0,0.0,26.52,33.235,45.9,79.135,1.0,0.0,0.312,0.391,0.54,0.931,0.0,0.0,0.0,0.0,0.0,0.097344,0.121992,0.16848,0.290472,0.152881,0.21114,0.364021,0.2916,0.50274,0.866761,15775000.0
