RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
961	 Fulmer, C	CWS	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Garcia, L	PHI	P	17	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Garcia, Y	LAD	P	9	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Garton, R	TB	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Giles, K	HOU	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gilmartin, S	NYM	P	14	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Girodo, C	TOR	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Glover, K	WSH	P	18	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Goeddel, E	NYM	P	34	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Goforth, D	MIL	P	10	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gomez, J	PHI	P	67	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Goody, N	NYY	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gorzelanny, T	BAL	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gott, T	WSH	P	9	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Grace, M	WSH	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gregerson, L	HOU	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Grilli, J	TOR	P	21	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Grimm, J	CHC	P	64	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Guerra, D	LAA	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Guerra, J	LAA	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Guerrero, T	MIA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Gurka, J	COL	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hale, D	BAL	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hall, C	MIA	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Harris, W	HOU	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hathaway, S	ARI	P	21	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hembree, H	BOS	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Henderson, J	NYM	P	42	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hendriks, L	OAK	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hernandez, D	PHI	P	64	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Herrera, K	KC	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hessler, K	SD	P	17	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Heston, C	SF	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hinojosa, D	PHI	P	10	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hochevar, L	KC	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hoover, J	CIN	P	16	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hoyt, J	HOU	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hudson, D	ARI	P	65	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hunter, T	BAL	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Hursh, J	ATL	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Jansen, K	LAD	P	68	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Jeffress, J	TEX	P	48	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Jennings, D	CWS	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Jepsen, K	TB	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Johnson, S	SEA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Jones, N	CWS	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Kahnle, T	CWS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Kela, K	TEX	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Kelly, J	BOS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Kensing, L	DET	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
