 Alonso, Y	OAK	1B	156	482	52	122	34	0	7	56	45	74	3	1	.253	.316	.367	.683
 Saunders, M	TOR	LF	140	490	70	124	32	3	24	57	59	157	1	2	.253	.338	.478	.815
 Parra, G	COL	LF	102	368	45	93	27	3	7	39	9	73	6	4	.253	.271	.399	.671
 Headley, C	NYY	3B	140	467	58	118	18	1	14	51	51	118	8	2	.253	.331	.385	.716
 Blanco, A	PHI	2B	90	190	26	48	15	1	4	21	11	41	2	3	.253	.316	.405	.721
 Cozart, Z	CIN	SS	121	464	67	117	28	2	16	50	37	84	4	1	.252	.308	.425	.732
 Utley, C	LAD	2B	138	512	79	129	26	3	14	52	40	115	2	2	.252	.319	.396	.716
 Marte, J	LAA	1B	88	258	38	65	14	0	15	44	18	59	2	2	.252	.310	.481	.790
 Rupp, C	PHI	C	105	389	36	98	26	1	16	54	24	114	1	0	.252	.303	.447	.750
 Peralta, D	ARI	RF	48	171	23	43	9	5	4	15	8	42	2	0	.251	.295	.433	.728
 Vogt, S	OAK	C	137	490	54	123	30	2	14	56	35	83	0	0	.251	.305	.406	.711
 Bourjos, P	PHI	RF	123	355	40	89	20	7	5	23	17	91	6	4	.251	.292	.389	.681
 Gattis, E	HOU	C	128	447	58	112	19	0	32	72	43	127	2	1	.251	.319	.508	.826
 Bruce, J	NYM	RF	147	539	74	135	27	6	33	99	44	126	4	2	.250	.309	.506	.815
 Castillo, R	BOS	LF	9	8	4	2	1	0	0	0	0	3	0	0	.250	.250	.375	.625
 Heredia, G	SEA	RF	45	92	12	23	3	0	1	12	12	15	1	1	.250	.349	.315	.664
 Refsnyder, R	NYY	3B	58	152	25	38	9	0	0	12	18	30	2	1	.250	.328	.309	.637
 Shaffer, R	TB	3B	20	48	5	12	6	0	1	4	5	18	0	1	.250	.315	.438	.752
 Alvarez, P	BAL	DH	109	337	43	84	20	0	22	49	37	97	1	0	.249	.322	.504	.826
 Adams, M	STL	1B	118	297	37	74	18	0	16	54	25	81	0	1	.249	.309	.471	.780
 Davis, R	CLE	CF	134	454	74	113	23	2	12	48	33	106	43	6	.249	.306	.388	.693
 Smith, S	SEA	RF	137	378	62	94	15	0	16	63	48	89	0	0	.249	.342	.415	.758
 Lamb, J	ARI	3B	151	523	81	130	31	9	29	91	64	154	6	1	.249	.332	.509	.840
 Carrera, E	TOR	RF	110	270	47	67	9	1	6	23	27	70	7	4	.248	.323	.356	.679
 Lawrie, B	CWS	2B	94	351	35	87	22	0	12	36	30	109	7	3	.248	.310	.413	.723
 Suarez, E	CIN	3B	159	565	78	140	25	2	21	70	51	155	11	5	.248	.317	.411	.728
 Beckham, T	TB	SS	64	198	25	49	12	5	5	16	14	67	2	1	.247	.300	.434	.735
 Rojas, M	MIA	2B	123	194	27	48	12	0	1	14	11	27	2	1	.247	.288	.325	.613
 Martin, L	SEA	CF	143	518	72	128	17	3	15	47	44	149	24	6	.247	.306	.378	.684
 Perez, S	KC	C	139	514	57	127	28	2	22	64	22	119	0	0	.247	.288	.438	.725
 D'Arnaud, T	NYM	C	75	251	27	62	7	0	4	15	19	50	0	0	.247	.307	.323	.629
 Davis, K	OAK	LF	150	555	85	137	24	2	42	102	42	166	1	2	.247	.307	.524	.831
 Johnson, K	NYM	3B	131	304	25	75	14	0	10	34	25	65	4	0	.247	.306	.391	.698
 Souza Jr., S	TB	RF	120	430	58	106	17	1	17	49	31	159	7	6	.247	.303	.409	.713
 Pederson, J	LAD	CF	137	406	64	100	26	0	25	68	63	130	6	2	.246	.352	.495	.847
 Holliday, M	STL	LF	110	382	48	94	20	1	20	62	35	71	0	0	.246	.322	.461	.782
 Gutierrez, F	SEA	RF	98	248	33	61	9	0	14	39	29	85	1	0	.246	.329	.452	.780
 Kiermaier, K	TB	CF	105	366	55	90	20	2	12	37	40	74	21	3	.246	.331	.410	.741
 Cabrera, R	CIN	C	61	171	11	42	10	0	3	23	8	30	1	1	.246	.279	.357	.635
 Upton, J	DET	LF	153	570	81	140	28	2	31	87	50	179	9	4	.246	.310	.465	.775
 Dickerson, C	TB	DH	148	510	57	125	36	3	24	70	33	134	0	2	.245	.293	.469	.761
 Petit, G	LAA	2B	89	204	21	50	13	1	2	17	15	51	1	1	.245	.299	.348	.647
 Jankowski, T	SD	CF	131	335	53	82	13	2	2	12	42	100	30	12	.245	.332	.313	.646
 D'Arnaud, C	ATL	SS	84	233	24	57	14	2	1	21	23	50	9	3	.245	.317	.335	.652
 Garcia, A	CWS	DH	120	413	59	101	18	2	12	51	34	115	4	4	.245	.307	.385	.692
 Sardinas, L	SD	SS	66	180	25	44	6	1	4	18	12	48	4	2	.244	.295	.356	.651
 Pollock, A	ARI	CF	12	41	9	10	0	0	2	4	5	8	4	0	.244	.326	.390	.716
 Werth, J	WSH	LF	143	525	84	128	28	0	21	69	71	139	5	1	.244	.335	.417	.752
 Wieters, M	BAL	C	124	423	48	103	17	1	17	66	32	85	1	0	.243	.302	.409	.711
 Aybar, E	DET	SS	126	415	34	101	19	2	3	34	31	70	3	5	.243	.303	.320	.623
 Margot, M	SD	CF	10	37	4	9	4	1	0	3	0	7	2	0	.243	.243	.405	.649
 Harper, B	WSH	RF	147	506	84	123	24	2	24	86	108	117	21	10	.243	.373	.441	.814
 Miller, B	TB	1B	152	548	73	133	29	6	30	81	47	149	6	4	.243	.304	.482	.786
 Gyorko, J	STL	2B	128	400	58	97	9	1	30	59	37	96	0	0	.243	.306	.495	.801
 Joyce, M	PIT	RF	140	231	45	56	10	1	13	42	59	67	1	1	.242	.403	.463	.866
 McCann, B	NYY	C	130	429	56	104	13	0	20	58	54	99	1	0	.242	.335	.413	.748
 Romine, A	NYY	C	62	165	17	40	11	0	4	26	7	31	1	0	.242	.269	.382	.650
 Shaw, T	BOS	3B	145	480	63	116	34	2	16	71	43	133	5	1	.242	.306	.421	.726
 Choo, S	TEX	RF	48	178	27	43	7	0	7	17	25	46	6	3	.242	.357	.399	.756
 Broxton, K	MIL	CF	75	207	28	50	10	1	9	19	36	88	23	4	.242	.354	.430	.784
 Galvis, F	PHI	SS	158	584	61	141	26	3	20	67	25	136	17	6	.241	.274	.399	.673
 Kelly, T	NYM	LF	39	58	9	14	1	1	1	7	11	9	0	0	.241	.352	.345	.697
 Austin, T	NYY	1B	31	83	7	20	3	0	5	12	7	36	1	0	.241	.300	.458	.758
 Duvall, A	CIN	LF	150	552	85	133	31	6	33	103	41	164	6	5	.241	.297	.498	.795
 Ramirez, A	TB	SS	145	478	38	115	22	2	6	48	21	63	8	9	.241	.277	.333	.610
 Moustakas, M	KC	3B	27	104	12	25	6	0	7	13	9	13	0	1	.240	.301	.500	.801
 Santana, D	MIN	CF	75	233	29	56	10	2	2	14	12	55	12	9	.240	.279	.326	.606
 Hood, D	MIA	LF	13	25	3	6	1	0	1	2	0	11	0	1	.240	.240	.400	.640
 Grichuk, R	STL	CF	132	446	66	107	29	3	24	68	28	141	5	4	.240	.289	.480	.769
 Stanton, G	MIA	RF	119	413	56	99	20	1	27	74	50	140	0	0	.240	.326	.489	.815
 Wong, K	STL	2B	121	313	39	75	7	7	5	23	34	52	7	0	.240	.327	.355	.682
 Lagares, J	NYM	CF	79	142	15	34	7	2	3	9	11	27	4	2	.239	.301	.380	.682
 Lind, A	SEA	1B	126	401	48	96	17	0	20	58	26	89	0	1	.239	.286	.431	.717
 Panik, J	SF	2B	127	464	67	111	21	7	10	62	50	47	5	0	.239	.315	.379	.695
 Snyder, B	ATL	1B	37	46	8	11	5	1	4	9	1	16	0	0	.239	.255	.652	.907
 Profar, J	TEX	3B	90	272	35	65	6	3	5	20	30	61	2	1	.239	.321	.338	.660
 Weeks Jr., R	ARI	LF	108	180	29	43	9	1	9	27	20	54	5	0	.239	.327	.450	.777
 Infante, O	ATL	2B	39	134	16	32	9	1	0	11	9	23	0	0	.239	.279	.321	.600
 Lough, D	MIA	OF	30	67	6	16	3	1	0	4	9	8	1	2	.239	.342	.313	.655
 Napoli, M	CLE	1B	150	557	92	133	22	1	34	101	78	194	5	1	.239	.335	.465	.800
 Mathis, J	MIA	C	41	126	12	30	4	1	2	15	4	36	0	0	.238	.267	.333	.601
 Russell, A	CHC	SS	151	525	67	125	25	3	21	95	55	135	5	1	.238	.321	.417	.738
 Schafer, L	MIN	RF	26	63	8	15	3	1	0	1	8	16	0	0	.238	.342	.317	.660
 Smith, M	ATL	CF	72	189	28	45	7	4	3	22	20	48	16	8	.238	.316	.365	.681
 Morrison, L	TB	1B	107	353	45	84	18	1	14	43	37	89	4	2	.238	.319	.414	.733
 Smolinski, J	OAK	CF	99	290	28	69	6	2	7	27	19	44	1	2	.238	.299	.345	.644
 Soler, J	CHC	LF	86	227	37	54	9	0	12	31	31	66	0	0	.238	.333	.436	.769
 Upton, M	TOR	LF	149	492	64	117	15	3	20	61	37	155	27	8	.238	.291	.402	.693
 Semien, M	OAK	SS	159	568	72	135	27	2	27	75	51	139	10	2	.238	.300	.435	.735
 Martinez, M	CLE	2B	63	101	16	24	4	0	1	4	4	23	0	2	.238	.267	.307	.574
 Brown, T	SF	C	75	173	17	41	7	0	5	19	10	39	0	1	.237	.283	.364	.647
 Wilson, B	TB	C	75	228	25	54	6	0	7	33	11	64	0	0	.237	.270	.355	.626
 Granderson, C	NYM	RF	150	545	88	129	24	5	30	59	74	130	4	2	.237	.335	.464	.799
 Sands, J	CWS	1B	24	55	2	13	0	0	1	7	3	24	0	0	.236	.276	.291	.567
 Hechavarria, A	MIA	SS	155	508	52	120	17	6	3	38	33	73	1	0	.236	.283	.311	.594
 Parker, J	SF	RF	63	127	22	30	3	1	5	14	19	44	0	1	.236	.358	.394	.751
 Escobar, E	MIN	SS	105	352	32	83	14	2	6	37	21	72	1	3	.236	.280	.338	.618
 Sano, M	MIN	DH	116	437	57	103	22	1	25	66	54	178	1	0	.236	.319	.462	.781
 Romine, A	DET	3B	108	174	21	41	5	2	2	16	13	38	8	0	.236	.304	.322	.626
 Collins, T	DET	CF	56	136	14	32	2	3	4	15	13	38	1	1	.235	.305	.382	.687
 Garneau, D	COL	C	24	68	7	16	6	0	1	6	6	22	0	0	.235	.293	.368	.661
 Gillespie, C	MIA	CF	41	51	7	12	3	2	0	5	3	14	0	0	.235	.273	.373	.645
 Pinder, C	OAK	SS	22	51	4	12	4	0	1	4	3	14	0	0	.235	.273	.373	.645
 Romero, S	SEA	RF	9	17	1	4	1	0	0	3	1	4	0	0	.235	.263	.294	.557
 Susac, A	MIL	C	9	17	3	4	1	0	1	2	2	5	0	0	.235	.316	.471	.786
 Hazelbaker, J	STL	LF	114	200	35	47	7	3	12	28	18	64	5	2	.235	.295	.480	.775
 Kepler, M	MIN	RF	113	396	52	93	20	2	17	63	42	93	6	2	.235	.309	.424	.734
 Burns, B	KC	CF	97	311	39	73	11	4	0	13	10	37	17	5	.235	.271	.296	.566
 Robinson, C	WSH	1B	104	196	16	46	4	0	5	26	20	38	0	0	.235	.305	.332	.637
 Holt, T	CIN	CF	106	179	21	42	5	3	0	13	23	48	4	3	.235	.327	.296	.623
 Bandy, J	LAA	C	70	209	23	49	9	0	8	25	11	38	1	0	.234	.281	.392	.673
 Bautista, J	TOR	RF	116	423	68	99	24	1	22	69	87	103	2	2	.234	.366	.452	.817
 Segedin, R	LAD	3B	40	73	9	17	2	1	2	12	6	22	0	0	.233	.301	.370	.671
 Moreland, M	TEX	1B	147	460	49	107	21	0	22	60	35	118	1	0	.233	.298	.422	.720
 Ortega, R	LAA	LF	66	185	24	43	8	0	1	16	13	23	8	3	.232	.283	.292	.575
 Lobaton, J	WSH	C	39	99	10	23	3	1	3	8	12	18	0	0	.232	.319	.374	.692
 Colon, C	KC	2B	54	147	13	34	6	0	1	13	11	31	0	1	.231	.294	.293	.586
 Gomez, C	TEX	CF	118	411	45	95	22	1	13	53	34	136	18	5	.231	.298	.384	.682
 Crisp, C	CLE	LF	122	446	54	103	27	4	13	55	46	78	10	5	.231	.302	.397	.698
 Brantley, M	CLE	LF	11	39	5	9	2	0	0	7	3	6	1	0	.231	.279	.282	.561
 Holaday, B	BOS	C	43	117	17	27	7	1	2	14	7	28	0	1	.231	.281	.359	.640
 Martin, R	TOR	C	137	455	62	105	16	0	20	74	64	148	2	1	.231	.335	.398	.733
 Taylor, M	WSH	CF	76	221	28	51	11	0	7	16	14	77	14	3	.231	.278	.376	.654
 Vargas, K	MIN	1B	47	152	27	35	11	0	10	20	24	57	0	0	.230	.333	.500	.833
 Heyward, J	CHC	RF	142	530	61	122	27	1	7	49	54	93	11	4	.230	.306	.325	.631
 Hernandez, T	HOU	CF	41	100	15	23	7	0	4	11	11	28	0	2	.230	.304	.420	.724
 Haniger, M	ARI	RF	34	109	9	25	2	1	5	17	12	27	0	0	.229	.309	.404	.713
 Garcia, L	CWS	2B	18	48	6	11	1	1	1	5	1	13	2	1	.229	.260	.354	.614
 Spangenberg, C	SD	2B	14	48	6	11	1	1	1	8	4	13	1	0	.229	.302	.354	.656
 Rosales, A	SD	3B	105	214	37	49	12	3	13	35	29	88	4	0	.229	.319	.495	.814
 Ross, D	CHC	C	67	166	24	38	6	0	10	32	30	54	0	1	.229	.338	.446	.784
 Duda, L	NYM	1B	47	153	20	35	7	0	7	23	15	36	0	0	.229	.302	.412	.714
 O'Malley, S	SEA	RF	89	210	24	48	9	2	2	17	18	59	6	2	.229	.299	.319	.618
 McGehee, C	DET	3B	30	92	4	21	1	0	0	1	3	14	0	0	.228	.260	.239	.500
 Grandal, Y	LAD	C	126	390	49	89	14	1	27	72	64	116	1	3	.228	.339	.477	.816
 Bethancourt, C	SD	C	73	193	20	44	9	0	6	25	10	56	1	2	.228	.265	.368	.633
 Beresford, J	MIN	3B	10	22	0	5	1	0	0	0	1	6	0	0	.227	.261	.273	.534
 Freeman, M	SEA	1B	21	22	1	5	1	0	0	1	2	7	0	0	.227	.292	.273	.564
 Solano, D	NYY	3B	9	22	5	5	2	0	1	2	1	3	0	0	.227	.261	.455	.715
 Waldrop, K	CIN	RF	15	22	1	5	1	0	0	1	1	5	0	1	.227	.261	.273	.534
 Maile, L	TB	C	42	119	10	27	7	0	3	15	4	36	0	0	.227	.252	.361	.613
 Vazquez, C	BOS	C	57	172	21	39	9	1	1	12	10	39	0	0	.227	.277	.308	.585
 Pham, T	STL	CF	78	159	26	36	7	0	9	17	20	71	2	2	.226	.324	.440	.764
 Wright, D	NYM	3B	37	137	18	31	8	0	7	14	26	55	3	2	.226	.350	.438	.788
 Hanson, A	PIT	2B	27	31	5	7	1	0	0	1	2	5	2	1	.226	.273	.258	.531
 Van Slyke, S	LAD	LF	52	102	10	23	6	0	1	7	5	24	1	2	.225	.292	.314	.606
 Frazier, T	CWS	3B	158	590	89	133	21	0	40	98	64	163	15	5	.225	.302	.464	.767
 Moss, B	STL	1B	128	413	66	93	19	2	28	67	39	141	1	0	.225	.300	.484	.784
 Stubbs, D	BAL	CF	59	80	13	18	0	0	3	7	12	38	9	1	.225	.330	.338	.667
 Buxton, B	MIN	CF	92	298	44	67	19	6	10	38	23	118	10	2	.225	.284	.430	.714
 Reynolds, M	NYM	3B	47	89	11	20	8	0	3	13	4	34	0	1	.225	.266	.416	.682
 Thompson, T	LAD	LF	80	236	31	53	11	0	13	32	26	66	5	1	.225	.302	.436	.738
 Chirinos, R	TEX	C	57	147	21	33	11	0	9	20	15	44	0	1	.224	.314	.483	.797
 Blanco, G	SF	RF	106	241	28	54	10	4	1	18	29	51	6	3	.224	.309	.311	.620
 Williamson, M	SF	RF	54	112	14	25	3	0	6	15	13	35	0	1	.223	.315	.411	.726
 Nava, D	KC	LF	54	130	11	29	6	0	1	13	10	30	0	0	.223	.297	.292	.590
 Carter, C	MIL	1B	160	549	84	122	27	1	41	94	76	206	3	1	.222	.321	.499	.821
 Johnson, C	MIA	1B	113	243	20	54	11	0	5	24	19	78	0	0	.222	.281	.329	.611
 Reimold, N	BAL	LF	104	203	25	45	9	1	6	15	22	62	1	2	.222	.300	.365	.664
 Rivera, R	NYM	C	65	185	12	41	4	0	6	26	16	54	0	0	.222	.291	.341	.632
 Paredes, J	PHI	RF	83	158	15	35	8	0	5	19	7	48	0	1	.222	.253	.367	.620
 Rollins, J	CWS	SS	41	149	25	33	8	1	2	8	16	33	5	2	.221	.295	.329	.624
 McCann, J	DET	C	105	344	31	76	9	1	12	48	23	109	0	1	.221	.272	.358	.629
 Davis, C	BAL	1B	157	566	99	125	21	0	38	84	88	219	1	0	.221	.332	.459	.792
 Clevenger, S	SEA	C	22	68	7	15	3	0	1	7	8	14	0	0	.221	.303	.309	.611
 Conforto, M	NYM	LF	109	304	38	67	21	1	12	42	36	89	2	1	.220	.310	.414	.725
 Gordon, A	KC	LF	128	445	62	98	16	2	17	40	52	148	8	1	.220	.312	.380	.692
 Barnes, B	COL	LF	48	100	10	22	6	2	0	8	3	30	1	2	.220	.250	.320	.570
 Raburn, R	COL	LF	113	223	30	49	10	2	9	30	28	80	0	0	.220	.309	.404	.712
 Arcia, O	MIL	SS	55	201	21	44	10	3	4	17	15	47	8	0	.219	.273	.358	.631
 Pierzynski, A	ATL	C	81	247	15	54	15	0	2	23	6	29	1	0	.219	.243	.304	.547
 Ahmed, N	ARI	SS	90	284	26	62	9	1	4	20	15	58	5	2	.218	.265	.299	.564
 Elmore, J	MIL	LF	59	78	7	17	2	0	0	4	17	17	2	3	.218	.371	.244	.615
 Zimmerman, R	WSH	1B	115	427	60	93	18	1	15	46	29	104	4	1	.218	.272	.370	.642
 Adames, C	COL	SS	121	225	25	49	7	3	2	17	24	47	2	3	.218	.304	.302	.607
 Hoying, J	TEX	CF	38	46	8	10	2	0	0	5	3	8	1	0	.217	.265	.261	.526
 Paulsen, B	COL	1B	39	92	8	20	5	0	1	11	5	27	0	0	.217	.258	.304	.562
 Schimpf, R	SD	2B	89	276	48	60	17	5	20	51	42	105	1	1	.217	.336	.533	.869
 Smoak, J	TOR	1B	126	299	33	65	10	0	14	34	40	112	1	0	.217	.314	.391	.705
 Revere, B	WSH	CF	103	350	44	76	9	7	2	24	18	34	14	5	.217	.260	.300	.560
 Hicks, A	NYY	RF	123	327	32	71	13	1	8	31	30	68	3	4	.217	.281	.336	.617
 White, T	HOU	1B	85	249	24	54	16	0	8	28	23	65	1	0	.217	.286	.378	.664
 Kemp, T	HOU	LF	59	120	15	26	4	3	1	7	14	27	2	1	.217	.296	.325	.621
 Flaherty, R	BAL	3B	74	157	16	34	7	0	3	15	17	48	2	0	.217	.291	.318	.610
 Ellis, A	PHI	C	64	171	11	37	8	0	2	22	19	31	2	1	.216	.301	.298	.599
 Gimenez, C	CLE	C	67	139	17	30	4	0	4	11	10	41	0	0	.216	.272	.331	.602
 Heisey, C	WSH	LF	83	139	18	30	3	1	9	17	13	44	0	1	.216	.290	.446	.736
 Montero, M	CHC	C	86	241	33	52	8	1	8	33	38	58	1	0	.216	.327	.357	.684
 Cardullo, S	COL	OF	27	56	5	12	3	1	2	6	3	12	0	0	.214	.254	.411	.665
 Davis, I	NYY	1B	8	14	2	3	0	0	0	1	1	5	0	0	.214	.267	.214	.481
 Jones, J	DET	3B	13	28	3	6	3	0	0	2	0	12	0	0	.214	.214	.321	.536
 Stewart, C	PIT	C	34	98	10	21	4	0	1	7	12	15	0	0	.214	.319	.286	.604
 Asche, C	PHI	LF	71	197	22	42	15	0	4	18	18	54	3	1	.213	.284	.350	.635
 Taylor, C	LAD	SS	36	61	8	13	2	2	1	7	4	15	0	0	.213	.262	.361	.622
 Avila, A	CWS	C	57	169	19	36	6	0	7	11	38	78	0	0	.213	.359	.373	.732
 Beckham, G	SF	2B	88	245	25	52	16	1	5	31	26	52	1	0	.212	.294	.347	.641
 Rivera, Y	MIL	SS	35	66	12	14	4	0	0	3	2	20	0	0	.212	.235	.273	.508
 Fielder, P	TEX	DH	89	326	29	69	16	0	8	44	32	63	0	0	.212	.292	.334	.626
 Alcantara, A	CIN	2B	16	19	2	4	1	0	0	2	0	8	3	3	.211	.211	.263	.474
 Bonifacio, E	ATL	CF	24	38	6	8	0	0	0	3	3	12	1	0	.211	.268	.211	.479
 Dozier, H	KC	3B	8	19	4	4	1	0	0	1	2	8	0	0	.211	.286	.263	.549
 Moncada, Y	BOS	3B	8	19	3	4	1	0	0	1	1	12	0	0	.211	.250	.263	.513
 Olivera, H	SD	LF	6	19	2	4	1	0	0	2	1	5	0	0	.211	.238	.263	.501
 Iannetta, C	SEA	C	94	295	23	62	14	0	7	24	38	83	0	0	.210	.303	.329	.631
 Castro, J	HOU	C	113	329	41	69	16	3	11	32	45	123	2	1	.210	.307	.377	.684
 Scruggs, X	MIA	1B	24	62	1	13	3	0	1	5	5	20	0	0	.210	.290	.306	.596
 Aviles, M	ATL	SS	68	167	17	35	5	1	1	6	9	27	2	2	.210	.258	.269	.528
 Espinosa, D	WSH	SS	157	516	66	108	15	0	24	72	54	174	9	2	.209	.306	.378	.684
 McBride, M	OAK	C	20	43	4	9	3	0	0	2	1	10	0	0	.209	.227	.279	.506
 Pennington, C	LAA	2B	74	172	18	36	4	2	3	10	13	55	1	0	.209	.265	.308	.573
 Marisnick, J	HOU	CF	118	287	40	60	18	1	5	21	16	83	10	5	.209	.257	.331	.588
 Nieuwenhuis, K	MIL	CF	125	335	38	70	18	1	13	44	56	133	8	9	.209	.324	.385	.709
 Perez, C	LAA	C	87	268	25	56	16	0	5	31	12	49	1	0	.209	.244	.325	.568
 DeShields, D	TEX	CF	74	182	36	38	7	0	4	13	15	54	8	3	.209	.275	.313	.588
 Gose, A	DET	CF	30	91	11	19	2	2	2	7	9	38	0	1	.209	.287	.341	.628
 Asuaje, C	SD	2B	7	24	2	5	2	0	0	2	1	4	0	0	.208	.240	.292	.532
 Ethier, A	LAD	RF	16	24	2	5	1	0	1	2	2	6	0	0	.208	.269	.375	.644
 Florimon, P	PIT	3B	18	24	4	5	1	1	0	4	1	12	0	1	.208	.240	.333	.573
 Sanchez, C	CWS	2B	53	154	15	32	9	1	4	21	5	42	0	1	.208	.236	.357	.593
 Zunino, M	SEA	C	55	164	16	34	7	0	12	31	21	65	0	0	.207	.318	.470	.787
 Navarro, D	TOR	C	101	304	26	63	13	2	6	35	23	71	1	2	.207	.265	.322	.587
 Brignac, R	ATL	3B	13	29	3	6	2	0	0	1	0	8	0	0	.207	.207	.276	.483
 Rasmus, C	HOU	LF	107	369	38	76	10	0	15	54	43	121	4	1	.206	.286	.355	.641
 Uribe, J	CLE	3B	73	238	19	49	9	0	7	25	15	49	0	0	.206	.259	.332	.591
 Shuck, J	CWS	CF	80	224	27	46	5	2	4	14	12	21	3	3	.205	.248	.299	.547
 De Aza, A	NYM	CF	130	234	31	48	9	0	6	25	26	67	4	3	.205	.297	.321	.618
 Flores, R	MIL	CF	104	249	18	51	8	0	2	19	31	58	3	0	.205	.294	.261	.555
 Ruf, D	PHI	1B	43	83	8	17	2	0	3	9	4	25	0	1	.205	.236	.337	.573
 Teixeira, M	NYY	1B	116	387	43	79	16	0	15	44	47	105	2	0	.204	.292	.362	.654
 Arcia, O	SD	LF	69	202	17	41	7	1	8	23	18	80	1	1	.203	.270	.366	.637
 Maldonado, M	MIL	C	76	208	21	42	7	0	8	21	35	56	1	0	.202	.332	.351	.683
 Castro, D	ATL	SS	47	130	8	26	1	0	0	7	7	24	1	1	.200	.241	.208	.449
 Coats, J	CWS	RF	28	50	8	10	4	0	1	4	5	12	1	0	.200	.298	.340	.638
 Jennings, D	TB	LF	65	200	22	40	7	1	7	20	21	58	2	0	.200	.281	.350	.631
 Lake, J	TOR	RF	22	35	5	7	3	0	1	2	4	11	1	0	.200	.282	.371	.653
 Pena, F	BAL	C	14	40	5	8	0	0	1	3	2	14	0	0	.200	.238	.275	.513
 Rodriguez, A	NYY	DH	65	225	19	45	7	0	9	31	14	67	3	0	.200	.247	.351	.598
 Presley, A	DET	LF	50	121	12	24	2	0	3	11	11	25	0	2	.198	.269	.289	.558
 Buss, N	LAA	LF	36	81	7	16	7	1	1	8	6	24	2	1	.198	.247	.346	.593
 Altherr, A	PHI	RF	57	198	23	39	6	0	4	22	23	69	7	2	.197	.300	.288	.587
 Plawecki, K	NYM	C	48	132	6	26	6	0	1	11	17	33	0	0	.197	.298	.265	.563
 Howard, R	PHI	1B	112	331	35	65	10	0	25	59	27	114	0	1	.196	.257	.453	.710
 Mahtook, M	TB	LF	65	185	16	36	9	0	3	11	7	68	0	1	.195	.231	.292	.523
 Conger, H	TB	C	49	124	6	24	5	0	3	10	12	40	0	0	.194	.265	.306	.571
 Federowicz, T	CHC	C	17	31	3	6	2	0	0	3	1	12	0	0	.194	.212	.258	.470
 Janish, P	BAL	SS	14	31	3	6	1	0	0	0	3	3	0	0	.194	.286	.226	.512
 Jensen, K	ARI	1B	17	31	5	6	0	1	2	7	2	13	0	0	.194	.265	.452	.716
 Eibner, B	OAK	RF	70	187	21	36	10	1	6	22	19	50	0	2	.193	.266	.353	.619
 Goeddel, T	PHI	LF	92	213	17	41	3	3	4	16	17	52	3	0	.192	.258	.291	.549
 Park, B	MIN	DH	62	215	28	41	9	1	12	24	21	80	1	0	.191	.275	.409	.684
 Kivlehan, P	CIN	LF	8	21	5	4	0	0	1	2	2	11	0	0	.190	.292	.333	.625
 Hernandez, E	LAD	LF	109	216	25	41	8	0	7	18	28	64	2	0	.190	.283	.324	.607
 Wallace, B	SD	3B	119	217	19	41	10	0	6	20	29	83	0	0	.189	.309	.318	.627
 Coghlan, C	CHC	LF	99	261	35	49	12	2	6	30	35	73	2	1	.188	.290	.318	.608
 Gamel, B	SEA	RF	33	48	9	9	2	0	1	5	6	16	0	0	.188	.278	.292	.569
 Motter, T	TB	SS	33	80	11	15	3	0	2	9	11	19	0	1	.188	.290	.300	.590
 Casali, C	TB	C	84	226	23	42	10	0	8	25	25	82	0	0	.186	.273	.336	.609
 Muncy, M	OAK	2B	51	113	13	21	2	0	2	8	20	24	0	0	.186	.308	.257	.565
 Goins, R	TOR	2B	76	183	13	34	9	2	3	12	9	48	1	1	.186	.228	.306	.534
 Norris, D	SD	C	125	415	50	77	17	0	14	42	36	139	9	2	.186	.255	.328	.583
 Crawford, C	LAD	LF	30	81	8	15	2	1	0	6	4	11	0	1	.185	.230	.235	.464
 Mondesi, R	KC	2B	47	135	16	25	1	3	2	13	6	48	9	1	.185	.231	.281	.512
 Rosario, A	STL	C	20	38	3	7	2	0	0	2	2	5	0	0	.184	.225	.237	.462
 Renda, T	CIN	2B	32	60	4	11	2	0	0	3	5	11	0	0	.183	.246	.217	.463
 Perez, R	CLE	C	61	153	14	28	6	1	3	17	23	44	0	0	.183	.285	.294	.579
 Hernandez, O	ARI	C	4	11	1	2	0	0	1	1	0	0	0	0	.182	.182	.455	.636
 Reed, M	MIL	CF	8	22	3	4	0	0	0	0	2	7	1	0	.182	.250	.182	.432
 Worth, D	HOU	2B	16	39	4	7	2	0	0	1	1	6	0	0	.179	.200	.231	.431
 Brito, S	ARI	RF	40	95	10	17	3	1	4	12	2	23	2	0	.179	.196	.358	.554
 Judge, A	NYY	RF	27	84	10	15	2	0	4	10	9	42	0	1	.179	.263	.345	.608
 Cowart, K	LAA	3B	31	85	8	15	4	0	1	8	0	23	0	0	.176	.184	.259	.443
 Den Dekker, M	WSH	CF	19	34	3	6	1	0	1	4	4	10	1	0	.176	.282	.294	.576
 Joseph, C	BAL	C	49	132	7	23	3	0	0	0	7	28	0	0	.174	.216	.197	.413
 Robinson, S	LAA	LF	65	98	16	17	3	0	1	10	10	17	3	2	.173	.257	.235	.492
 Campbell, E	NYM	1B	40	75	9	13	1	0	1	9	10	24	1	0	.173	.284	.227	.511
 Hanigan, R	BOS	C	35	105	9	18	4	0	1	14	7	27	0	0	.171	.230	.238	.468
