RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
763	 Williams, J	STL	P	11	2	0	0	0	0	0	0	0	1	0	0	.000	.000	.000	.000
763	 Williams, T	PIT	P	7	1	1	0	0	0	0	1	2	1	0	0	.000	.667	.000	.667
763	 Wood, B	CIN	P	67	2	0	0	0	0	0	0	0	2	0	0	.000	.000	.000	.000
763	 Wright, D	LAA	P	4	5	0	0	0	0	0	0	0	2	0	0	.000	.000	.000	.000
763	 Wright, S	BOS	P	2	4	0	0	0	0	0	0	0	3	0	0	.000	.000	.000	.000
763	 Ynoa, G	NYM	P	10	3	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	.000
763	 Ynoa, R	COL	LF	3	5	0	0	0	0	0	0	0	2	0	0	.000	.000	.000	.000
763	 Young Jr., E	NYY	LF	6	1	2	0	0	0	0	0	0	0	1	0	.000	.000	.000	.000
763	 Young, C	KC	P	3	1	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	.000
763	 Zastryzny, R	CHC	P	8	3	0	0	0	0	0	0	0	2	0	0	.000	.000	.000	.000
961	 Achter, A	LAA	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Allen, C	CLE	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Alvarez, D	TEX	P	17	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Aquino, J	BAL	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Araujo, E	PHI	P	31	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Avilan, L	LAD	P	26	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Axford, J	OAK	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bailey, A	LAA	P	30	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Barnes, J	MIL	P	24	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Barnes, M	BOS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Barnette, T	TEX	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Barrett, J	ARI	P	65	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bastardo, A	PIT	P	68	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Baumann, B	SD	P	11	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Beck, C	CWS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bedrosian, C	LAA	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Benoit, J	TOR	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Betances, D	NYY	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Biagini, J	TOR	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Blanton, J	LAD	P	71	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Blazek, M	MIL	P	40	0	1	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bleier, R	NYY	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Boshers, B	MIN	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Brach, B	BAL	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bradley, J	BAL	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Breslow, C	TEX	P	15	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Brice, A	MIA	P	14	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bridwell, P	BAL	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Britton, Z	BAL	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Broadway, M	SF	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Broxton, J	STL	P	62	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Buchter, R	SD	P	64	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Burgos, E	ARI	P	41	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Burnett, S	WSH	P	10	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Bush, M	TEX	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Cabrera, M	ATL	P	38	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Campos, L	SD	P	16	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Capuano, C	MIL	P	16	0	0	0	0	0	0	0	1	0	0	0	-	1.000	-	1.000
961	 Carasiti, M	COL	P	19	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
961	 Casilla, S	SF	P	61	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
