RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
941	 Atchison, S	NYM	P	48	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Aumont, P	PHI	P	20	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Avilan, L	ATL	P	70	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Axford, J	STL	P	71	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Ayala, L	ATL	P	36	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Bailey, A	BOS	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Balfour, G	OAK	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Barnes, S	CLE	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Bastardo, A	PHI	P	44	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Bell, H	ARI	P	64	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Below, D	MIA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Benoit, J	DET	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Betancourt, R	COL	P	30	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Black, V	NYM	P	17	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Blackley, T	TEX	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Blazek, M	MIL	P	16	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Boggs, M	COL	P	27	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Boshers, B	LAA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Bowden, M	CHC	P	34	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Brach, B	SD	P	31	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Breslow, C	BOS	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Brewer, C	ARI	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Britton, D	BOS	P	2	0	1	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Broxton, J	CIN	P	34	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Buckner, B	LAA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Burnett, A	CHC	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Burnett, S	LAA	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Burton, J	MIN	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Butler, K	STL	P	15	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Byrdak, T	NYM	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Cabrera, A	CHC	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Caminero, A	MIA	P	13	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Camp, S	ARI	P	24	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Capps, C	SEA	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Carrasco, C	CLE	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Carson, R	LAA	P	14	0	1	0	0	0	0	0	1	0	0	0	-	1.000	-	1.000
941	 Casilla, S	SF	P	54	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Castro, S	CWS	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Cecil, B	TOR	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Cedeno, X	WSH	P	11	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Chamberlain, J	NYY	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Choate, R	STL	P	63	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Christiani, N	CIN	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Cishek, S	MIA	P	65	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Claiborne, P	NYY	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Clemens, P	HOU	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Clippard, T	WSH	P	69	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Coello, R	LAA	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Coke, P	DET	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Coleman, L	KC	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
