RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
401	 Galvis, F	PHI	2B	70	205	13	48	5	4	6	19	13	45	1	0	.234	.283	.385	.668
402	 Frandsen, K	PHI	1B	119	252	27	59	10	1	5	26	12	29	1	0	.234	.296	.341	.637
403	 Gordon, D	LAD	2B	38	94	9	22	1	1	1	6	10	21	10	2	.234	.314	.298	.612
404	 Escobar, A	KC	SS	158	607	57	142	20	4	4	52	19	84	22	0	.234	.259	.300	.559
405	 Trumbo, M	LAA	1B	159	620	85	145	30	2	34	100	54	184	5	2	.234	.294	.453	.747
406	 Frazier, T	CIN	3B	150	531	63	124	29	3	19	73	50	125	6	5	.234	.314	.407	.721
407	 Wells, V	NYY	LF	130	424	45	99	16	0	11	50	30	73	7	3	.233	.282	.349	.631
408	 Lambo, A	PIT	RF	18	30	4	7	2	0	1	2	3	11	0	1	.233	.303	.400	.703
408	 Sanchez, T	PIT	C	22	60	9	14	4	0	2	5	3	14	0	0	.233	.288	.400	.688
410	 Jones, G	PIT	1B	144	403	41	94	26	2	15	51	31	101	2	0	.233	.289	.419	.708
411	 Hundley, N	SD	C	114	373	35	87	19	0	13	44	26	98	1	0	.233	.290	.389	.679
412	 Molina, J	TB	C	99	283	26	66	14	0	2	18	22	63	2	1	.233	.290	.304	.594
413	 Moustakas, M	KC	3B	136	472	42	110	26	0	12	42	32	83	2	4	.233	.287	.364	.651
414	 Alvarez, P	PIT	3B	152	558	70	130	22	2	36	100	48	186	2	0	.233	.296	.473	.770
415	 Rizzo, A	CHC	1B	160	606	71	141	40	2	23	80	76	127	6	5	.233	.323	.419	.742
416	 Stubbs, D	CLE	RF	146	430	59	100	21	2	10	45	44	141	17	2	.233	.305	.360	.665
417	 Moreland, M	TEX	1B	147	462	60	107	24	1	23	60	45	117	0	0	.232	.299	.437	.736
418	 Suzuki, K	OAK	C	94	285	25	66	13	1	5	32	22	35	2	0	.232	.290	.337	.627
419	 Danks, J	CWS	CF	79	160	15	37	7	0	5	12	18	57	7	2	.231	.313	.369	.682
419	 Federowicz, T	LAD	C	56	160	12	37	8	0	4	16	10	56	0	0	.231	.275	.356	.631
421	 Montero, M	ARI	C	116	413	44	95	14	0	11	42	51	110	0	0	.230	.318	.344	.662
422	 Kawasaki, M	TOR	SS	96	240	27	55	6	5	1	24	32	41	7	1	.229	.326	.308	.634
423	 Granderson, C	NYY	CF	61	214	31	49	13	2	7	15	27	69	8	2	.229	.317	.407	.723
424	 Parmelee, C	MIN	RF	101	294	21	67	13	0	8	24	33	81	1	1	.228	.309	.354	.663
425	 Dobbs, G	MIA	1B	114	237	21	54	11	0	2	22	22	40	1	1	.228	.303	.300	.603
426	 Nelson, C	LAA	3B	64	211	19	48	4	4	3	24	13	66	2	1	.227	.273	.327	.600
427	 Avila, A	DET	C	102	330	39	75	14	1	11	47	44	112	0	0	.227	.317	.376	.693
428	 Francisco, J	MIL	1B	124	348	36	79	12	1	18	48	32	138	0	2	.227	.296	.422	.719
428	 Middlebrooks, W	BOS	3B	94	348	41	79	18	0	17	49	20	98	3	1	.227	.271	.425	.696
430	 Brown, A	NYM	RF	68	150	16	34	5	0	7	24	13	44	1	0	.227	.288	.400	.688
431	 Mayberry, J	PHI	LF	134	353	47	80	23	1	11	39	27	90	5	3	.227	.286	.391	.677
432	 Hechavarria, A	MIA	SS	148	543	30	123	14	8	3	42	30	96	11	10	.227	.267	.298	.565
433	 Bernier, D	MIN	SS	33	53	9	12	3	0	0	5	8	15	2	1	.226	.339	.283	.622
434	 Martin, R	PIT	C	127	438	51	99	21	0	15	55	58	108	9	5	.226	.327	.377	.703
435	 Reddick, J	OAK	RF	114	385	54	87	19	2	12	56	46	86	9	2	.226	.307	.379	.686
436	 Tekotte, B	CWS	CF	20	31	4	7	1	0	1	2	3	9	1	3	.226	.306	.355	.660
437	 Guzman, J	SD	LF	126	288	33	65	17	0	9	35	27	79	3	0	.226	.297	.378	.675
438	 Corporan, C	HOU	C	64	191	16	43	5	0	7	20	10	60	0	0	.225	.287	.361	.648
439	 Franklin, N	SEA	2B	102	369	38	83	20	1	12	45	42	113	6	1	.225	.303	.382	.686
440	 Chisenhall, L	CLE	3B	94	289	30	65	17	0	11	36	16	56	1	0	.225	.270	.398	.668
441	 Iannetta, C	LAA	C	115	325	40	73	15	0	11	39	68	100	0	1	.225	.358	.372	.731
442	 Santiago, R	DET	2B	80	205	27	46	8	1	1	14	21	32	0	1	.224	.298	.288	.586
443	 Teheran, J	ATL	P	30	58	1	13	3	0	0	2	2	16	0	0	.224	.250	.276	.526
444	 Ciriaco, P	KC	SS	56	125	9	28	4	2	2	8	9	23	9	1	.224	.279	.336	.615
445	 Flaherty, R	BAL	2B	85	246	28	55	11	0	10	27	19	62	2	0	.224	.293	.390	.683
446	 Pill, B	SF	1B	48	85	11	19	4	0	3	12	5	17	0	0	.224	.272	.376	.648
447	 Carter, C	HOU	1B	148	506	64	113	24	2	29	82	70	212	2	0	.223	.320	.451	.770
448	 Duda, L	NYM	1B	100	318	42	71	16	0	15	33	55	102	0	3	.223	.352	.415	.767
449	 Adrianza, E	SF	2B	9	18	3	4	1	0	1	3	1	5	0	0	.222	.263	.444	.708
449	 Boscan, J	CHC	C	6	9	1	2	1	0	0	0	0	2	0	0	.222	.300	.333	.633
