RK	Player	Team	Pos	G	AB	R	H	2B	3B	HR	RBI	BB	SO	SB	CS	AVG▼	OBP	SLG	OPS
941	 Richards, G	-	-	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rivera, M	NYY	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Robertson, D	NYY	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Robles, M	PHI	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rodney, F	TB	P	8	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rodriguez, F	BAL	P	29	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rodriguez, H	CHC	P	21	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Romo, S	SF	P	63	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rondon, B	DET	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rondon, H	CHC	P	43	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rosenberg, B	PHI	P	22	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Ross, R	TEX	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Rosscup, Z	CHC	P	10	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Roth, M	LAA	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Ruffin, C	SEA	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Russell, J	CHC	P	68	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Sanchez, E	CHC	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Savery, J	PHI	P	17	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Scheppers, T	TEX	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Shaw, B	CLE	P	7	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Sipp, T	ARI	P	50	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Smith, J	CLE	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Smyly, D	DET	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Soriano, R	WSH	P	66	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Storen, D	WSH	P	65	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Street, H	SD	P	55	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Strop, P	CHC	P	37	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Takahashi, H	CHC	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Tazawa, J	BOS	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Thatcher, J	ARI	P	64	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Thielbar, C	MIN	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Thornton, M	BOS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Tolleson, S	LAD	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Torres, A	TB	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Troncoso, R	CWS	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Uehara, K	BOS	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Valverde, J	DET	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Veal, D	CWS	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Veras, J	DET	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Villarreal, B	BOS	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Vincent, N	SD	P	44	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Volstad, C	COL	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Wagner, N	TOR	P	5	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Walden, J	ATL	P	46	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Wall, J	LAA	P	6	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Warren, A	NYY	P	3	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Wilhelmsen, T	SEA	P	4	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Wilson, B	LAD	P	18	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Wolf, R	TEX	P	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
941	 Workman, B	BOS	P	2	0	0	0	0	0	0	0	0	0	0	0	-	-	-	.000
